,Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PlayerID,Name
297,151,Udonis Haslem\hasleud01,Projected,0.001851851851851852,0.004629629629629629,0.0003703703703703704,0.0014351851851851852,0.000925925925925926,0.0013425925925925925,0.0007407407407407408,0.0033333333333333335,0.0012037037037037038,0.0004166666666666667,0.0002777777777777778,0.0008333333333333334,0.001574074074074074,0.005,0.401,0.257,0.691,hasleud01,Udonis Haslem
299,152,Gordon Hayward\haywago01,Projected,0.0033796296296296296,0.007314814814814815,0.000925925925925926,0.0024074074074074076,0.0022685185185185187,0.002685185185185185,0.0003703703703703704,0.0025462962962962965,0.0016666666666666668,0.0005092592592592593,0.0001388888888888889,0.0009722222222222223,0.000925925925925926,0.009907407407407406,0.461,0.382,0.835,haywago01,Gordon Hayward
301,153,John Henson\hensojo01,Projected,0.0024537037037037036,0.0044444444444444444,4.62962962962963e-05,0.0001388888888888889,0.0008796296296296296,0.0014351851851851852,0.00125,0.004259259259259259,0.0009722222222222223,0.0004166666666666667,0.0009722222222222223,0.0007407407407407408,0.0018055555555555555,0.005833333333333334,0.551,0.295,0.609,hensojo01,John Henson
303,154,Juancho Hernangómez\hernaju01,Projected,0.0020833333333333333,0.004722222222222222,0.0008796296296296296,0.0024074074074074076,0.0009722222222222223,0.0012962962962962963,0.000925925925925926,0.003472222222222222,0.0008333333333333334,0.0005092592592592593,0.0002314814814814815,0.0006481481481481481,0.0012962962962962963,0.0060648148148148145,0.443,0.358,0.777,hernaju01,Juancho Hernangómez
305,155,Willy Hernangómez\hernawi01,Projected,0.0031018518518518517,0.005740740740740741,0.0001851851851851852,0.000462962962962963,0.0014814814814814816,0.0021296296296296293,0.0019444444444444446,0.0059259259259259265,0.00125,0.0005555555555555556,0.000462962962962963,0.0011574074074074073,0.001898148148148148,0.007824074074074074,0.537,0.368,0.7,hernawi01,Willy Hernangómez
307,156,Mario Hezonja\hezonma01,Projected,0.0025925925925925925,0.0059722222222222225,0.0008796296296296296,0.0025462962962962965,0.0008333333333333334,0.0010185185185185186,0.0004166666666666667,0.002777777777777778,0.0011574074074074073,0.0007407407407407408,0.0002777777777777778,0.000925925925925926,0.0013425925925925925,0.006898148148148148,0.437,0.341,0.823,hezonma01,Mario Hezonja
309,157,Isaiah Hicks\hicksis01,Projected,0.0025,0.00537037037037037,0.0003703703703703704,0.0012037037037037038,0.0009722222222222223,0.0013425925925925925,0.0006944444444444445,0.0029629629629629632,0.0013425925925925925,0.00032407407407407406,0.00032407407407407406,0.0010648148148148147,0.002361111111111111,0.006388888888888889,0.467,0.325,0.719,hicksis01,Isaiah Hicks
311,158,Buddy Hield\hieldbu01,Projected,0.0032407407407407406,0.007314814814814815,0.001388888888888889,0.0032870370370370367,0.0006018518518518519,0.0007407407407407408,0.0004166666666666667,0.0025462962962962965,0.00125,0.0006018518518518519,0.0001388888888888889,0.0009722222222222223,0.0011574074074074073,0.008518518518518517,0.445,0.421,0.856,hieldbu01,Buddy Hield
313,159,George Hill\hillge01,Projected,0.0024074074074074076,0.005231481481481482,0.0008333333333333334,0.0020833333333333333,0.0011574074074074073,0.0014351851851851852,0.0003703703703703704,0.0018055555555555555,0.0018055555555555555,0.0005555555555555556,0.0001851851851851852,0.0008333333333333334,0.0012037037037037038,0.006805555555555555,0.459,0.404,0.785,hillge01,George Hill
315,160,Solomon Hill\hillso01,Projected,0.0014351851851851852,0.003703703703703704,0.0006018518518518519,0.001851851851851852,0.0007407407407407408,0.000925925925925926,0.000462962962962963,0.0024537037037037036,0.0011574074074074073,0.0005555555555555556,0.0002314814814814815,0.0006481481481481481,0.0013425925925925925,0.004212962962962963,0.39,0.331,0.784,hillso01,Solomon Hill
317,161,Jrue Holiday\holidjr01,Projected,0.0033796296296296296,0.007083333333333334,0.0006944444444444445,0.0020833333333333333,0.0010648148148148147,0.001388888888888889,0.0003703703703703704,0.0020833333333333333,0.0030092592592592593,0.0006944444444444445,0.00032407407407407406,0.0012962962962962963,0.0011574074074074073,0.008564814814814815,0.479,0.342,0.773,holidjr01,Jrue Holiday
319,162,Justin Holiday\holidju01,Projected,0.0022222222222222222,0.005648148148148148,0.0011111111111111111,0.0030555555555555553,0.000925925925925926,0.0011111111111111111,0.0002777777777777778,0.0022222222222222222,0.0011111111111111111,0.0006018518518518519,0.0002777777777777778,0.0006944444444444445,0.0010648148148148147,0.006435185185185185,0.39,0.356,0.817,holidju01,Justin Holiday
321,163,John Holland\hollajo02,Projected,0.002175925925925926,0.005787037037037037,0.0008796296296296296,0.0027314814814814814,0.0010185185185185186,0.0013425925925925925,0.0006018518518518519,0.002638888888888889,0.0010185185185185186,0.0006018518518518519,0.0002777777777777778,0.0008796296296296296,0.0011574074074074073,0.0062037037037037035,0.373,0.324,0.731,hollajo02,John Holland
323,164,Rondae Hollis-Jefferson\holliro01,Projected,0.0027314814814814814,0.005833333333333334,0.0001388888888888889,0.0006018518518518519,0.001990740740740741,0.0025462962962962965,0.0008796296296296296,0.004074074074074075,0.0014814814814814816,0.0006481481481481481,0.0004166666666666667,0.0010185185185185186,0.001388888888888889,0.007638888888888889,0.47,0.263,0.781,holliro01,Rondae Hollis-Jefferson
325,165,Richaun Holmes\holmeri01,Projected,0.0030555555555555553,0.005555555555555556,0.0002777777777777778,0.0009722222222222223,0.0009722222222222223,0.001388888888888889,0.00125,0.004351851851851852,0.0011574074074074073,0.0005092592592592593,0.0006944444444444445,0.0006944444444444445,0.0019444444444444446,0.007361111111111112,0.551,0.273,0.695,holmeri01,Richaun Holmes
327,166,Rodney Hood\hoodro01,Projected,0.0031018518518518517,0.007222222222222222,0.0012037037037037038,0.0031944444444444446,0.0011111111111111111,0.0012962962962962963,0.0002314814814814815,0.001898148148148148,0.0010648148148148147,0.000462962962962963,0.0001388888888888889,0.0007407407407407408,0.0012037037037037038,0.008518518518518517,0.428,0.379,0.838,hoodro01,Rodney Hood
329,167,Scotty Hopson\hopsosc01,Projected,0.0025925925925925925,0.005787037037037037,0.0006944444444444445,0.001898148148148148,0.0012037037037037038,0.0016203703703703703,0.0006481481481481481,0.0028703703703703703,0.0016203703703703703,0.0005092592592592593,0.00032407407407407406,0.0010185185185185186,0.0012962962962962963,0.007083333333333334,0.451,0.361,0.735,hopsosc01,Scotty Hopson
330,168,Al Horford\horfoal01,Projected,0.002777777777777778,0.005833333333333334,0.0006944444444444445,0.001712962962962963,0.0007407407407407408,0.000925925925925926,0.0007407407407407408,0.003703703703703704,0.002361111111111111,0.0003703703703703704,0.0006018518518518519,0.000925925925925926,0.0010648148148148147,0.006990740740740741,0.481,0.392,0.786,horfoal01,Al Horford
332,169,Danuel House Jr.\houseda01,Projected,0.0024537037037037036,0.00550925925925926,0.0006481481481481481,0.0022685185185185187,0.0010648148148148147,0.0013425925925925925,0.0006018518518518519,0.003148148148148148,0.0012037037037037038,0.0003703703703703704,0.0002777777777777778,0.0006018518518518519,0.0010648148148148147,0.006666666666666667,0.448,0.29,0.798,houseda01,Danuel House Jr.
334,170,Dwight Howard\howardw01,Projected,0.003148148148148148,0.005555555555555556,4.62962962962963e-05,9.25925925925926e-05,0.001990740740740741,0.003611111111111111,0.0018055555555555555,0.006620370370370371,0.0007407407407407408,0.0003703703703703704,0.000787037037037037,0.0013425925925925925,0.0016203703703703703,0.008379629629629631,0.568,0.275,0.555,howardw01,Dwight Howard
336,171,R.J. Hunter\hunterj01,Projected,0.0025,0.0059259259259259265,0.000787037037037037,0.002685185185185185,0.000925925925925926,0.0011574074074074073,0.000462962962962963,0.002638888888888889,0.0012962962962962963,0.0006944444444444445,0.0002314814814814815,0.0008333333333333334,0.001574074074074074,0.006712962962962963,0.422,0.299,0.797,hunterj01,R.J. Hunter
338,172,Serge Ibaka\ibakase01,Projected,0.0030555555555555553,0.006342592592592592,0.000787037037037037,0.002175925925925926,0.0007407407407407408,0.000925925925925926,0.0007407407407407408,0.003703703703703704,0.0005555555555555556,0.0002777777777777778,0.000787037037037037,0.0007407407407407408,0.001574074074074074,0.007638888888888889,0.48,0.367,0.807,ibakase01,Serge Ibaka
340,173,Andre Iguodala\iguodan01,Projected,0.0016666666666666668,0.0035185185185185185,0.0004166666666666667,0.0013425925925925925,0.0006018518518518519,0.0008796296296296296,0.0005092592592592593,0.0025,0.0020833333333333333,0.0006018518518518519,0.00032407407407407406,0.0006481481481481481,0.0009722222222222223,0.004398148148148148,0.477,0.317,0.66,iguodan01,Andre Iguodala
342,174,Ersan İlyasova\ilyaser01,Projected,0.0027314814814814814,0.00625,0.000925925925925926,0.002638888888888889,0.0011111111111111111,0.0014351851851851852,0.0010648148148148147,0.00375,0.000925925925925926,0.0005092592592592593,0.0002314814814814815,0.000787037037037037,0.001574074074074074,0.0075,0.439,0.355,0.769,ilyaser01,Ersan İlyasova
344,175,Joe Ingles\inglejo01,Projected,0.0020370370370370373,0.0044444444444444444,0.0012037037037037038,0.002777777777777778,0.000462962962962963,0.0005555555555555556,0.0001851851851851852,0.0022222222222222222,0.0022685185185185187,0.0006481481481481481,0.0001388888888888889,0.0009722222222222223,0.00125,0.005740740740740741,0.458,0.432,0.775,inglejo01,Joe Ingles
346,176,Andre Ingram\ingraan01,Projected,0.0025462962962962965,0.00550925925925926,0.0008796296296296296,0.0020833333333333333,0.0010185185185185186,0.0012962962962962963,0.0005555555555555556,0.0025925925925925925,0.0016666666666666668,0.0006018518518518519,0.000462962962962963,0.000925925925925926,0.0012037037037037038,0.006944444444444444,0.458,0.417,0.802,ingraan01,Andre Ingram
348,177,Brandon Ingram\ingrabr01,Projected,0.0027314814814814814,0.00587962962962963,0.0004166666666666667,0.0011111111111111111,0.001388888888888889,0.0020833333333333333,0.0005092592592592593,0.002638888888888889,0.001712962962962963,0.0003703703703703704,0.00032407407407407406,0.0010648148148148147,0.00125,0.007268518518518518,0.464,0.36,0.681,ingrabr01,Brandon Ingram
350,178,Kyrie Irving\irvinky01,Projected,0.0044444444444444444,0.009166666666666667,0.00125,0.003148148148148148,0.0019444444444444446,0.002175925925925926,0.00032407407407407406,0.001851851851851852,0.002638888888888889,0.0005555555555555556,0.0001851851851851852,0.0012037037037037038,0.0010648148148148147,0.012083333333333335,0.484,0.403,0.892,irvinky01,Kyrie Irving
352,179,Jonathan Isaac\isaacjo01,Projected,0.001990740740740741,0.004814814814814815,0.0005555555555555556,0.001574074074074074,0.0007407407407407408,0.0009722222222222223,0.0005555555555555556,0.003148148148148148,0.0008333333333333334,0.000925925925925926,0.0008333333333333334,0.0008333333333333334,0.0014351851851851852,0.005324074074074074,0.417,0.365,0.773,isaacjo01,Jonathan Isaac
354,180,Wes Iwundu\iwundwe01,Projected,0.001712962962962963,0.003888888888888889,0.0002314814814814815,0.000925925925925926,0.0006481481481481481,0.0008796296296296296,0.0006018518518518519,0.002361111111111111,0.0010648148148148147,0.0005555555555555556,0.0002314814814814815,0.0005555555555555556,0.0012962962962962963,0.0043055555555555555,0.441,0.252,0.74,iwundwe01,Wes Iwundu
356,181,Demetrius Jackson\jacksde01,Projected,0.002361111111111111,0.005185185185185185,0.0005555555555555556,0.0017592592592592592,0.000925925925925926,0.0012962962962962963,0.0008333333333333334,0.002916666666666667,0.0017592592592592592,0.0006944444444444445,0.0002777777777777778,0.0012962962962962963,0.0013425925925925925,0.00625,0.459,0.324,0.708,jacksde01,Demetrius Jackson
358,182,Josh Jackson\jacksjo02,Projected,0.0033796296296296296,0.0077314814814814815,0.0005092592592592593,0.001851851851851852,0.0015277777777777776,0.0023148148148148147,0.0008333333333333334,0.0030555555555555553,0.0011111111111111111,0.0006944444444444445,0.00032407407407407406,0.0012037037037037038,0.0017592592592592592,0.008749999999999999,0.434,0.282,0.654,jacksjo02,Josh Jackson
360,183,Justin Jackson\jacksju01,Projected,0.002175925925925926,0.004768518518518519,0.0006481481481481481,0.0020370370370370373,0.0003703703703703704,0.0005092592592592593,0.00032407407407407406,0.0022222222222222222,0.000925925925925926,0.00032407407407407406,0.0001851851851851852,0.0005092592592592593,0.000925925925925926,0.00537037037037037,0.454,0.322,0.744,jacksju01,Justin Jackson
362,184,Reggie Jackson\jacksre01,Projected,0.0033796296296296296,0.007916666666666667,0.0007407407407407408,0.0022685185185185187,0.001574074074074074,0.001851851851851852,0.0003703703703703704,0.001712962962962963,0.003148148148148148,0.0004166666666666667,9.25925925925926e-05,0.0013425925925925925,0.0012962962962962963,0.009074074074074075,0.427,0.332,0.846,jacksre01,Reggie Jackson
364,185,LeBron James\jamesle01,Projected,0.0044907407407407405,0.008425925925925925,0.0007407407407407408,0.0021296296296296293,0.0020833333333333333,0.0029629629629629632,0.0005555555555555556,0.00375,0.0038425925925925928,0.0006018518518518519,0.00032407407407407406,0.001851851851851852,0.000787037037037037,0.011851851851851853,0.534,0.356,0.71,jamesle01,LeBron James
366,186,Mike James\jamesmi02,Projected,0.002916666666666667,0.007407407407407408,0.0006481481481481481,0.0023148148148148147,0.0014814814814814816,0.0019444444444444446,0.0003703703703703704,0.002361111111111111,0.002777777777777778,0.0006481481481481481,0.0001851851851851852,0.0011574074074074073,0.0012037037037037038,0.00800925925925926,0.395,0.281,0.763,jamesmi02,Mike James
367,187,Jonas Jerebko\jerebjo01,Projected,0.0020370370370370373,0.004583333333333333,0.000787037037037037,0.0020370370370370373,0.0006481481481481481,0.0008333333333333334,0.000787037037037037,0.003611111111111111,0.0008333333333333334,0.0003703703703703704,0.0002314814814814815,0.0005092592592592593,0.0017592592592592592,0.005555555555555556,0.451,0.389,0.778,jerebjo01,Jonas Jerebko
369,188,Amir Johnson\johnsam01,Projected,0.0021296296296296293,0.003935185185185185,0.0002314814814814815,0.0006018518518518519,0.0007407407407407408,0.0011574074074074073,0.0014814814814814816,0.004259259259259259,0.0015277777777777776,0.0005555555555555556,0.0006481481481481481,0.0008333333333333334,0.002361111111111111,0.005231481481481482,0.545,0.348,0.635,johnsam01,Amir Johnson
371,189,James Johnson\johnsja01,Projected,0.002685185185185185,0.005555555555555556,0.0005555555555555556,0.001712962962962963,0.0010185185185185186,0.0014814814814814816,0.0005092592592592593,0.0030092592592592593,0.0022222222222222222,0.0006018518518518519,0.0005092592592592593,0.00125,0.0016203703703703703,0.006990740740740741,0.488,0.32,0.697,johnsja01,James Johnson
373,190,Joe Johnson\johnsjo02,Projected,0.0022222222222222222,0.005324074074074074,0.0006944444444444445,0.0021296296296296293,0.0006018518518518519,0.0007407407407407408,0.0002777777777777778,0.0022222222222222222,0.0013425925925925925,0.00032407407407407406,0.0001388888888888889,0.0007407407407407408,0.000925925925925926,0.005787037037037037,0.417,0.339,0.835,johnsjo02,Joe Johnson
374,191,Stanley Johnson\johnsst04,Projected,0.001898148148148148,0.004953703703703703,0.0006018518518518519,0.001990740740740741,0.0008796296296296296,0.0011574074074074073,0.0003703703703703704,0.0024074074074074076,0.0011111111111111111,0.000787037037037037,0.0001851851851851852,0.0007407407407407408,0.0014814814814814816,0.005324074074074074,0.387,0.304,0.77,johnsst04,Stanley Johnson
376,192,Tyler Johnson\johnsty01,Projected,0.0025925925925925925,0.00587962962962963,0.0008796296296296296,0.0023148148148148147,0.0011111111111111111,0.001388888888888889,0.00032407407407407406,0.002175925925925926,0.0015277777777777776,0.0005555555555555556,0.0002777777777777778,0.0006944444444444445,0.00125,0.007175925925925926,0.441,0.372,0.797,johnsty01,Tyler Johnson
378,193,Wesley Johnson\johnswe01,Projected,0.0017592592592592592,0.004398148148148148,0.0006944444444444445,0.002175925925925926,0.000462962962962963,0.0006481481481481481,0.0003703703703703704,0.002685185185185185,0.0006944444444444445,0.000787037037037037,0.0006481481481481481,0.0006018518518518519,0.0016666666666666668,0.004675925925925925,0.402,0.319,0.728,johnswe01,Wesley Johnson
380,194,Nikola Jokić\jokicni01,Projected,0.003611111111111111,0.006805555555555555,0.0006481481481481481,0.0016203703703703703,0.001712962962962963,0.0020370370370370373,0.0014814814814814816,0.005555555555555556,0.0029629629629629632,0.0006018518518518519,0.0004166666666666667,0.0013425925925925925,0.0015277777777777776,0.009537037037037038,0.529,0.388,0.844,jokicni01,Nikola Jokić
382,195,Damian Jones\jonesda03,Projected,0.0024074074074074076,0.005,0.0004166666666666667,0.0011111111111111111,0.000925925925925926,0.0014351851851851852,0.000925925925925926,0.003148148148148148,0.0010185185185185186,0.0003703703703703704,0.000462962962962963,0.000925925925925926,0.0019444444444444446,0.0061574074074074074,0.483,0.369,0.652,jonesda03,Damian Jones
384,196,Derrick Jones Jr.\jonesde02,Projected,0.0020370370370370373,0.004212962962962963,0.0002777777777777778,0.0010185185185185186,0.0010648148148148147,0.0014814814814814816,0.0012037037037037038,0.002685185185185185,0.000787037037037037,0.0004166666666666667,0.0005555555555555556,0.0005555555555555556,0.0016203703703703703,0.005462962962962963,0.49,0.279,0.718,jonesde02,Derrick Jones Jr.
386,197,Jalen Jones\jonesja04,Projected,0.0025925925925925925,0.0061111111111111106,0.0008333333333333334,0.0022222222222222222,0.0011574074074074073,0.0016203703703703703,0.0009722222222222223,0.0032870370370370367,0.0009722222222222223,0.0005092592592592593,0.0002314814814814815,0.000787037037037037,0.001712962962962963,0.00712962962962963,0.425,0.38,0.696,jonesja04,Jalen Jones
388,198,Tyus Jones\jonesty01,Projected,0.0018055555555555555,0.003935185185185185,0.0005555555555555556,0.0015277777777777776,0.0008333333333333334,0.0009722222222222223,0.0002314814814814815,0.0016203703703703703,0.002777777777777778,0.0010648148148148147,9.25925925925926e-05,0.0006944444444444445,0.0012037037037037038,0.005,0.457,0.36,0.842,jonesty01,Tyus Jones
390,199,DeAndre Jordan\jordade01,Projected,0.0025462962962962965,0.003888888888888889,4.62962962962963e-05,9.25925925925926e-05,0.0012962962962962963,0.0025,0.0020370370370370373,0.007453703703703705,0.0007407407407407408,0.00032407407407407406,0.0006481481481481481,0.0008796296296296296,0.001388888888888889,0.006481481481481481,0.657,0.34,0.526,jordade01,DeAndre Jordan
392,200,Cory Joseph\josepco01,Projected,0.0021296296296296293,0.004907407407407407,0.000462962962962963,0.0013425925925925925,0.0006944444444444445,0.0008796296296296296,0.0003703703703703704,0.001990740740740741,0.0020370370370370373,0.0006018518518518519,0.0001388888888888889,0.0007407407407407408,0.0011111111111111111,0.005416666666666666,0.438,0.351,0.758,josepco01,Cory Joseph
394,201,Frank Kaminsky\kaminfr01,Projected,0.0027314814814814814,0.006435185185185185,0.000925925925925926,0.0025462962962962965,0.00125,0.0016203703703703703,0.000462962962962963,0.002777777777777778,0.00125,0.0003703703703703704,0.0002314814814814815,0.0006018518518518519,0.0010185185185185186,0.0076851851851851855,0.425,0.363,0.785,kaminfr01,Frank Kaminsky
396,202,Luke Kennard\kennalu01,Projected,0.0024537037037037036,0.00537037037037037,0.000925925925925926,0.002175925925925926,0.000787037037037037,0.000925925925925926,0.0002777777777777778,0.002175925925925926,0.0014814814814814816,0.0005092592592592593,0.0001851851851851852,0.000787037037037037,0.0009722222222222223,0.006620370370370371,0.457,0.422,0.848,kennalu01,Luke Kennard
398,203,Michael Kidd-Gilchrist\kiddgmi01,Projected,0.0024074074074074076,0.004861111111111111,4.62962962962963e-05,0.0001388888888888889,0.0011111111111111111,0.0014814814814814816,0.0008796296296296296,0.0032407407407407406,0.0007407407407407408,0.0005092592592592593,0.0003703703703703704,0.000462962962962963,0.0012962962962962963,0.0059722222222222225,0.498,0.298,0.727,kiddgmi01,Michael Kidd-Gilchrist
400,204,Maxi Kleber\klebima01,Projected,0.002175925925925926,0.0044907407407407405,0.0005555555555555556,0.0018055555555555555,0.0006944444444444445,0.0008796296296296296,0.000925925925925926,0.0032407407407407406,0.0008333333333333334,0.0003703703703703704,0.0006018518518518519,0.000462962962962963,0.0015277777777777776,0.005601851851851852,0.486,0.321,0.752,klebima01,Maxi Kleber
402,205,Furkan Korkmaz\korkmfu01,Projected,0.0024537037037037036,0.00587962962962963,0.0008333333333333334,0.0025,0.000925925925925926,0.0012962962962962963,0.0006018518518518519,0.0028703703703703703,0.001388888888888889,0.0005092592592592593,0.0002777777777777778,0.000787037037037037,0.0016666666666666668,0.006712962962962963,0.418,0.343,0.722,korkmfu01,Furkan Korkmaz
404,206,Luke Kornet\kornelu01,Projected,0.002638888888888889,0.0062037037037037035,0.0012037037037037038,0.0033333333333333335,0.0006944444444444445,0.0008796296296296296,0.0006018518518518519,0.0032407407407407406,0.0014351851851851852,0.0003703703703703704,0.0006481481481481481,0.0007407407407407408,0.001388888888888889,0.007175925925925926,0.424,0.365,0.758,kornelu01,Luke Kornet
406,207,Kosta Koufos\koufoko01,Projected,0.002638888888888889,0.004768518518518519,4.62962962962963e-05,0.0001388888888888889,0.000462962962962963,0.000925925925925926,0.0016203703703703703,0.005138888888888889,0.0008796296296296296,0.0005092592592592593,0.000462962962962963,0.0006481481481481481,0.001851851851851852,0.005787037037037037,0.551,0.342,0.531,koufoko01,Kosta Koufos
408,208,Kyle Kuzma\kuzmaky01,Projected,0.0032870370370370367,0.00712962962962963,0.0011111111111111111,0.002916666666666667,0.0010648148148148147,0.0014814814814814816,0.0006481481481481481,0.0033796296296296296,0.0010185185185185186,0.0003703703703703704,0.0002314814814814815,0.0009722222222222223,0.0011111111111111111,0.008703703703703705,0.461,0.375,0.719,kuzmaky01,Kyle Kuzma
410,209,Skal Labissière\labissk01,Projected,0.002916666666666667,0.0060648148148148145,0.0002777777777777778,0.0007407407407407408,0.0013425925925925925,0.0016666666666666668,0.0012962962962962963,0.003981481481481482,0.0010185185185185186,0.0003703703703703704,0.0006018518518518519,0.0009722222222222223,0.0016666666666666668,0.007361111111111112,0.476,0.367,0.787,labissk01,Skal Labissière
412,210,Jeremy Lamb\lambje01,Projected,0.0032407407407407406,0.006990740740740741,0.0007407407407407408,0.0021296296296296293,0.0014814814814814816,0.0017592592592592592,0.000462962962962963,0.0030555555555555553,0.0014351851851851852,0.0005092592592592593,0.0002777777777777778,0.0007407407407407408,0.00125,0.008703703703703705,0.461,0.351,0.85,lambje01,Jeremy Lamb
414,211,Zach LaVine\lavinza01,Projected,0.0032407407407407406,0.007407407407407408,0.0010648148148148147,0.002777777777777778,0.0015277777777777776,0.001851851851851852,0.0002314814814814815,0.001990740740740741,0.0016203703703703703,0.0005092592592592593,0.0001388888888888889,0.0009722222222222223,0.0012037037037037038,0.009074074074074075,0.438,0.379,0.82,lavinza01,Zach LaVine
416,212,Jake Layman\laymaja01,Projected,0.0020370370370370373,0.005555555555555556,0.0006481481481481481,0.002361111111111111,0.0007407407407407408,0.0010185185185185186,0.0005092592592592593,0.002175925925925926,0.0012037037037037038,0.0006018518518518519,0.00032407407407407406,0.0007407407407407408,0.001388888888888889,0.00550925925925926,0.367,0.276,0.762,laymaja01,Jake Layman
418,213,T.J. Leaf\leaftj01,Projected,0.0025,0.005185185185185185,0.0006944444444444445,0.0016203703703703703,0.0006018518518518519,0.0008333333333333334,0.0009722222222222223,0.0030555555555555553,0.0006944444444444445,0.0002777777777777778,0.0001851851851851852,0.0005092592592592593,0.0015277777777777776,0.006296296296296296,0.481,0.421,0.706,leaftj01,T.J. Leaf
420,214,Courtney Lee\leeco01,Projected,0.0023148148148148147,0.005185185185185185,0.0007407407407407408,0.001898148148148148,0.0007407407407407408,0.0008333333333333334,0.0002777777777777778,0.0016666666666666668,0.00125,0.0005555555555555556,0.0001388888888888889,0.0005555555555555556,0.0008796296296296296,0.0061574074074074074,0.45,0.396,0.887,leeco01,Courtney Lee
422,215,Damion Lee\leeda03,Projected,0.002638888888888889,0.0061574074074074074,0.0006481481481481481,0.0023148148148148147,0.0009722222222222223,0.0012962962962962963,0.0005092592592592593,0.0029629629629629632,0.0013425925925925925,0.0006944444444444445,0.0001388888888888889,0.0006944444444444445,0.0011111111111111111,0.006898148148148148,0.426,0.281,0.764,leeda03,Damion Lee
424,216,Walt Lemon Jr.\lemonwa01,Projected,0.0028703703703703703,0.00625,0.0006944444444444445,0.001712962962962963,0.0011111111111111111,0.0014814814814814816,0.0005555555555555556,0.002685185185185185,0.0017592592592592592,0.000462962962962963,0.0003703703703703704,0.0011574074074074073,0.0015277777777777776,0.007546296296296297,0.459,0.396,0.754,lemonwa01,Walt Lemon Jr.
426,217,Alex Len\lenal01,Projected,0.0025462962962962965,0.004861111111111111,4.62962962962963e-05,0.0001851851851851852,0.0017592592592592592,0.0024537037037037036,0.001851851851851852,0.005740740740740741,0.0008796296296296296,0.0003703703703703704,0.000787037037037037,0.0010185185185185186,0.0020833333333333333,0.006898148148148148,0.524,0.336,0.707,lenal01,Alex Len
428,218,Kawhi Leonard\leonaka01,Projected,0.004074074074074075,0.008333333333333333,0.000925925925925926,0.0024537037037037036,0.0027314814814814814,0.003148148148148148,0.0005555555555555556,0.0030555555555555553,0.0016666666666666668,0.000925925925925926,0.0004166666666666667,0.0009722222222222223,0.0008796296296296296,0.011805555555555555,0.487,0.383,0.869,leonaka01,Kawhi Leonard
430,219,Meyers Leonard\leoname01,Projected,0.0024074074074074076,0.005277777777777778,0.000925925925925926,0.0025,0.0006018518518518519,0.0007407407407407408,0.0005555555555555556,0.003611111111111111,0.0011111111111111111,0.0002777777777777778,0.0002777777777777778,0.0006481481481481481,0.002175925925925926,0.006296296296296296,0.452,0.368,0.819,leoname01,Meyers Leonard
432,220,Caris LeVert\leverca01,Projected,0.002777777777777778,0.0061574074074074074,0.000787037037037037,0.0022222222222222222,0.0011574074074074073,0.001574074074074074,0.000462962962962963,0.0024537037037037036,0.002361111111111111,0.0006944444444444445,0.0001851851851851852,0.0012037037037037038,0.0013425925925925925,0.007453703703703705,0.448,0.348,0.723,leverca01,Caris LeVert
434,221,Damian Lillard\lillada01,Projected,0.003888888888888889,0.008888888888888889,0.0013425925925925925,0.00375,0.0029629629629629632,0.0032407407407407406,0.0003703703703703704,0.0021296296296296293,0.0028703703703703703,0.000462962962962963,0.0001388888888888889,0.0012962962962962963,0.0008333333333333334,0.012083333333333335,0.439,0.365,0.905,lillada01,Damian Lillard
436,222,Jeremy Lin\linje01,Projected,0.0028703703703703703,0.006712962962962963,0.0008333333333333334,0.0023148148148148147,0.001990740740740741,0.0024074074074074076,0.00032407407407407406,0.002361111111111111,0.0025462962962962965,0.0006018518518518519,0.0002777777777777778,0.001388888888888889,0.0014351851851851852,0.008564814814814815,0.43,0.36,0.818,linje01,Jeremy Lin
438,223,Kevon Looney\looneke01,Projected,0.002175925925925926,0.003935185185185185,0.0001388888888888889,0.0003703703703703704,0.0008333333333333334,0.001388888888888889,0.0014814814814814816,0.004027777777777778,0.000925925925925926,0.0006018518518518519,0.0008796296296296296,0.0006018518518518519,0.001898148148148148,0.00537037037037037,0.559,0.324,0.599,looneke01,Kevon Looney
440,224,Brook Lopez\lopezbr01,Projected,0.00375,0.007962962962962963,0.000925925925925926,0.002638888888888889,0.001574074074074074,0.0020370370370370373,0.0008333333333333334,0.0030092592592592593,0.00125,0.00032407407407407406,0.0008796296296296296,0.0011111111111111111,0.0016666666666666668,0.009953703703703704,0.471,0.343,0.764,lopezbr01,Brook Lopez
442,225,Robin Lopez\lopezro01,Projected,0.0030555555555555553,0.0059722222222222225,4.62962962962963e-05,0.0001851851851851852,0.0006944444444444445,0.000925925925925926,0.0015277777777777776,0.0033796296296296296,0.0009722222222222223,0.0001388888888888889,0.0006944444444444445,0.000925925925925926,0.0011574074074074073,0.006851851851851852,0.514,0.314,0.751,lopezro01,Robin Lopez
444,226,Kevin Love\loveke01,Projected,0.0032407407407407406,0.007314814814814815,0.0012962962962962963,0.0032407407407407406,0.002175925925925926,0.0025462962962962965,0.0010648148148148147,0.005416666666666666,0.0011111111111111111,0.000462962962962963,0.0002314814814814815,0.0009722222222222223,0.0011574074074074073,0.009907407407407406,0.442,0.392,0.867,loveke01,Kevin Love
