,Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PlayerID,Name
146,75,Mike Conley\conlemi01,Projected,0.0031018518518518517,0.00712962962962963,0.0010648148148148147,0.0028703703703703703,0.0021296296296296293,0.0025462962962962965,0.0002314814814814815,0.001712962962962963,0.002824074074074074,0.0006018518518518519,0.0001388888888888889,0.0010185185185185186,0.0009722222222222223,0.009444444444444445,0.436,0.376,0.837,conlemi01,Mike Conley
148,76,Pat Connaughton\connapa01,Projected,0.0019444444444444446,0.0044907407407407405,0.0008333333333333334,0.0022685185185185187,0.000462962962962963,0.0006018518518518519,0.000462962962962963,0.0020370370370370373,0.0011111111111111111,0.0002777777777777778,0.0002314814814814815,0.0005555555555555556,0.0012962962962962963,0.005231481481481482,0.436,0.366,0.822,connapa01,Pat Connaughton
150,77,Quinn Cook\cookqu01,Projected,0.002777777777777778,0.005740740740740741,0.0009722222222222223,0.0022685185185185187,0.0006018518518518519,0.0006944444444444445,0.0002777777777777778,0.0019444444444444446,0.001990740740740741,0.00032407407407407406,9.25925925925926e-05,0.000787037037037037,0.0012962962962962963,0.007175925925925926,0.488,0.434,0.816,cookqu01,Quinn Cook
152,78,DeMarcus Cousins\couside01,Projected,0.004074074074074075,0.008842592592592593,0.0008796296296296296,0.0025,0.0030555555555555553,0.004074074074074075,0.0010185185185185186,0.005555555555555556,0.0022685185185185187,0.0007407407407407408,0.0006481481481481481,0.0020370370370370373,0.0017592592592592592,0.012083333333333335,0.46,0.355,0.753,couside01,DeMarcus Cousins
154,79,Robert Covington\covinro01,Projected,0.0023148148148148147,0.005648148148148148,0.00125,0.0035185185185185185,0.000925925925925926,0.0011111111111111111,0.000462962962962963,0.0030555555555555553,0.0009722222222222223,0.000925925925925926,0.000462962962962963,0.000925925925925926,0.0016203703703703703,0.006759259259259259,0.408,0.359,0.831,covinro01,Robert Covington
156,80,Allen Crabbe\crabbal01,Projected,0.0025,0.005740740740740741,0.0012962962962962963,0.0032407407407407406,0.0008333333333333334,0.0010185185185185186,0.0002314814814814815,0.0022222222222222222,0.0008796296296296296,0.0003703703703703704,0.0002314814814814815,0.0005555555555555556,0.0012962962962962963,0.007083333333333334,0.433,0.395,0.848,crabbal01,Allen Crabbe
158,81,Torrey Craig\craigto01,Projected,0.001851851851851852,0.004120370370370371,0.0005092592592592593,0.0016203703703703703,0.0006944444444444445,0.0010648148148148147,0.0009722222222222223,0.0032870370370370367,0.0008796296296296296,0.0003703703703703704,0.0003703703703703704,0.0006481481481481481,0.0016203703703703703,0.004953703703703703,0.455,0.311,0.67,craigto01,Torrey Craig
160,82,Jae Crowder\crowdja01,Projected,0.0023148148148148147,0.00537037037037037,0.000925925925925926,0.002685185185185185,0.0011111111111111111,0.0013425925925925925,0.000462962962962963,0.0025,0.000925925925925926,0.0005555555555555556,0.0001851851851851852,0.0006018518518518519,0.001388888888888889,0.006620370370370371,0.428,0.349,0.814,crowdja01,Jae Crowder
162,83,Dante Cunningham\cunnida01,Projected,0.0017592592592592592,0.003888888888888889,0.0006481481481481481,0.0017592592592592592,0.00032407407407407406,0.0005555555555555556,0.0006944444444444445,0.002916666666666667,0.0005555555555555556,0.0004166666666666667,0.00032407407407407406,0.0003703703703703704,0.0012037037037037038,0.004537037037037037,0.457,0.355,0.634,cunnida01,Dante Cunningham
164,84,Stephen Curry\curryst01,Projected,0.0043055555555555555,0.008935185185185185,0.0020833333333333333,0.004953703703703703,0.0024074074074074076,0.002638888888888889,0.0004166666666666667,0.0025,0.003148148148148148,0.0008796296296296296,9.25925925925926e-05,0.0015277777777777776,0.0011574074074074073,0.013101851851851852,0.483,0.42,0.907,curryst01,Stephen Curry
166,85,Troy Daniels\danietr01,Projected,0.0025,0.0062037037037037035,0.001851851851851852,0.004583333333333333,0.0006018518518518519,0.0007407407407407408,0.0002314814814814815,0.0014814814814814816,0.0006018518518518519,0.0002777777777777778,9.25925925925926e-05,0.0006018518518518519,0.001388888888888889,0.007407407407407408,0.403,0.4,0.838,danietr01,Troy Daniels
168,86,Anthony Davis\davisan02,Projected,0.004722222222222222,0.008935185185185185,0.00032407407407407406,0.0009722222222222223,0.0030092592592592593,0.0036574074074074074,0.0011111111111111111,0.005138888888888889,0.0010648148148148147,0.0006481481481481481,0.0011111111111111111,0.0010185185185185186,0.0010185185185185186,0.01273148148148148,0.526,0.335,0.817,davisan02,Anthony Davis
170,87,Deyonta Davis\davisde01,Projected,0.002777777777777778,0.004722222222222222,9.25925925925926e-05,0.0002777777777777778,0.0007407407407407408,0.0011111111111111111,0.0012962962962962963,0.0043055555555555555,0.000787037037037037,0.00032407407407407406,0.0006944444444444445,0.0006018518518518519,0.0020833333333333333,0.006435185185185185,0.587,0.373,0.684,davisde01,Deyonta Davis
172,88,Ed Davis\davised01,Projected,0.0019444444444444446,0.003425925925925926,4.62962962962963e-05,0.0001388888888888889,0.000925925925925926,0.0014351851851851852,0.001990740740740741,0.0059259259259259265,0.0006018518518518519,0.0003703703703703704,0.0005555555555555556,0.0007407407407407408,0.002175925925925926,0.004861111111111111,0.561,0.341,0.645,davised01,Ed Davis
174,89,Dewayne Dedmon\dedmode01,Projected,0.0025,0.004629629629629629,0.0003703703703703704,0.0010648148148148147,0.000787037037037037,0.0010648148148148147,0.0012037037037037038,0.00537037037037037,0.0008796296296296296,0.000462962962962963,0.0006018518518518519,0.0008796296296296296,0.001898148148148148,0.0062037037037037035,0.537,0.354,0.752,dedmode01,Dewayne Dedmon
176,90,Sam Dekker\dekkesa01,Projected,0.0024537037037037036,0.005046296296296296,0.000462962962962963,0.0016203703703703703,0.0006481481481481481,0.0010185185185185186,0.000925925925925926,0.0033333333333333335,0.0008796296296296296,0.000462962962962963,0.0002314814814814815,0.0006018518518518519,0.0011574074074074073,0.0060648148148148145,0.49,0.278,0.651,dekkesa01,Sam Dekker
178,91,Matthew Dellavedova\dellama01,Projected,0.0016666666666666668,0.0043055555555555555,0.0006944444444444445,0.001851851851851852,0.0006481481481481481,0.000787037037037037,0.0002777777777777778,0.0014814814814814816,0.0030092592592592593,0.0004166666666666667,4.62962962962963e-05,0.0011111111111111111,0.0014351851851851852,0.004722222222222222,0.391,0.376,0.861,dellama01,Matthew Dellavedova
180,92,DeMar DeRozan\derozde01,Projected,0.004074074074074075,0.008842592592592593,0.0004166666666666667,0.001388888888888889,0.0030092592592592593,0.003611111111111111,0.0004166666666666667,0.0021296296296296293,0.0022685185185185187,0.0005092592592592593,0.0001388888888888889,0.0011111111111111111,0.000925925925925926,0.011527777777777777,0.458,0.306,0.831,derozde01,DeMar DeRozan
182,93,Cheick Diallo\diallch01,Projected,0.0029629629629629632,0.00537037037037037,0.0001388888888888889,0.0003703703703703704,0.001388888888888889,0.0018055555555555555,0.0012962962962962963,0.005601851851851852,0.0007407407407407408,0.0003703703703703704,0.0005555555555555556,0.000787037037037037,0.001990740740740741,0.007453703703703705,0.551,0.375,0.763,diallch01,Cheick Diallo
184,94,Gorgui Dieng\dienggo01,Projected,0.0022222222222222222,0.004537037037037037,0.0001851851851851852,0.0005555555555555556,0.0010185185185185186,0.00125,0.0012037037037037038,0.004212962962962963,0.0009722222222222223,0.0005555555555555556,0.0005555555555555556,0.0007407407407407408,0.001712962962962963,0.005648148148148148,0.491,0.332,0.797,dienggo01,Gorgui Dieng
186,95,Spencer Dinwiddie\dinwisp01,Projected,0.0022222222222222222,0.005555555555555556,0.0008796296296296296,0.002638888888888889,0.001574074074074074,0.0019444444444444446,0.00032407407407407406,0.001990740740740741,0.0033796296296296296,0.0005092592592592593,0.0001851851851851852,0.0008796296296296296,0.0013425925925925925,0.006944444444444444,0.404,0.337,0.808,dinwisp01,Spencer Dinwiddie
188,96,Tyler Dorsey\dorsety01,Projected,0.0025462962962962965,0.006435185185185185,0.0012037037037037038,0.0031944444444444446,0.0008333333333333334,0.0011574074074074073,0.0003703703703703704,0.0024074074074074076,0.0014351851851851852,0.00032407407407407406,0.0001388888888888889,0.0006481481481481481,0.0011111111111111111,0.007175925925925926,0.4,0.373,0.734,dorsety01,Tyler Dorsey
190,97,Damyean Dotson\dotsoda01,Projected,0.002638888888888889,0.005740740740740741,0.000787037037037037,0.0022685185185185187,0.0007407407407407408,0.0009722222222222223,0.0004166666666666667,0.0030092592592592593,0.00125,0.000462962962962963,0.0001388888888888889,0.0006944444444444445,0.0012037037037037038,0.006759259259259259,0.459,0.339,0.73,dotsoda01,Damyean Dotson
192,98,PJ Dozier\doziepj01,Projected,0.0028703703703703703,0.0060185185185185185,0.0007407407407407408,0.0019444444444444446,0.0011574074074074073,0.0014814814814814816,0.0006944444444444445,0.0031018518518518517,0.0016203703703703703,0.0005555555555555556,0.00032407407407407406,0.0010185185185185186,0.001388888888888889,0.007592592592592592,0.474,0.373,0.776,doziepj01,PJ Dozier
194,99,Goran Dragić\dragigo01,Projected,0.0033796296296296296,0.007361111111111112,0.0007407407407407408,0.001990740740740741,0.001574074074074074,0.001990740740740741,0.0004166666666666667,0.0020833333333333333,0.0025925925925925925,0.0005092592592592593,9.25925925925926e-05,0.00125,0.0012962962962962963,0.009027777777777777,0.456,0.372,0.789,dragigo01,Goran Dragić
196,100,Andre Drummond\drumman01,Projected,0.003148148148148148,0.0059259259259259265,4.62962962962963e-05,0.0001388888888888889,0.0013425925925925925,0.0025925925925925925,0.0024537037037037036,0.0077314814814814815,0.0011574074074074073,0.0007407407407407408,0.0007407407407407408,0.0011574074074074073,0.001574074074074074,0.007638888888888889,0.532,0.244,0.523,drumman01,Andre Drummond
198,101,Kris Dunn\dunnkr01,Projected,0.002685185185185185,0.0062037037037037035,0.0004166666666666667,0.0013425925925925925,0.0008333333333333334,0.0011111111111111111,0.00032407407407407406,0.0024074074074074076,0.0030092592592592593,0.0010648148148148147,0.00032407407407407406,0.0014351851851851852,0.0019444444444444446,0.006620370370370371,0.43,0.326,0.723,dunnkr01,Kris Dunn
200,102,Kevin Durant\duranke01,Projected,0.004398148148148148,0.008518518518518517,0.0011111111111111111,0.002824074074074074,0.0025925925925925925,0.002916666666666667,0.0002777777777777778,0.003564814814814815,0.0025,0.0004166666666666667,0.000787037037037037,0.001388888888888889,0.0009722222222222223,0.0125,0.516,0.401,0.882,duranke01,Kevin Durant
202,103,Henry Ellenson\ellenhe01,Projected,0.002777777777777778,0.006898148148148148,0.0009722222222222223,0.002824074074074074,0.0011574074074074073,0.0014351851851851852,0.0006018518518518519,0.003935185185185185,0.0012037037037037038,0.00032407407407407406,9.25925925925926e-05,0.0009722222222222223,0.0011111111111111111,0.007638888888888889,0.398,0.341,0.81,ellenhe01,Henry Ellenson
204,104,Wayne Ellington\ellinwa01,Projected,0.002361111111111111,0.005833333333333334,0.0016666666666666668,0.004351851851851852,0.0005555555555555556,0.0006481481481481481,0.0002314814814814815,0.0017592592592592592,0.0007407407407407408,0.0004166666666666667,9.25925925925926e-05,0.0004166666666666667,0.0008333333333333334,0.006990740740740741,0.408,0.384,0.845,ellinwa01,Wayne Ellington
206,105,Joel Embiid\embiijo01,Projected,0.004351851851851852,0.008981481481481481,0.0006481481481481481,0.001898148148148148,0.0031944444444444446,0.004120370370370371,0.00125,0.005787037037037037,0.001712962962962963,0.0004166666666666667,0.0010648148148148147,0.001990740740740741,0.001851851851851852,0.012546296296296297,0.487,0.33,0.777,embiijo01,Joel Embiid
208,106,James Ennis III\ennisja01,Projected,0.001898148148148148,0.004027777777777778,0.0005555555555555556,0.0016203703703703703,0.0010185185185185186,0.00125,0.0007407407407407408,0.0025462962962962965,0.000787037037037037,0.0005092592592592593,0.0001851851851851852,0.0006481481481481481,0.0015277777777777776,0.005324074074074074,0.468,0.35,0.812,ennisja01,James Ennis III
210,107,Jawun Evans\evansja01,Projected,0.0020833333333333333,0.005462962962962963,0.0004166666666666667,0.0012962962962962963,0.0008796296296296296,0.0011574074074074073,0.0002777777777777778,0.0020370370370370373,0.0020833333333333333,0.0007407407407407408,0.0001851851851851852,0.000925925925925926,0.001898148148148148,0.00550925925925926,0.384,0.311,0.781,evansja01,Jawun Evans
212,108,Tyreke Evans\evansty01,Projected,0.003564814814814815,0.00800925925925926,0.0010648148148148147,0.0027314814814814814,0.0016203703703703703,0.0020833333333333333,0.000462962962962963,0.002777777777777778,0.0027314814814814814,0.0006018518518518519,0.0001851851851851852,0.00125,0.0011111111111111111,0.009814814814814814,0.443,0.389,0.779,evansty01,Tyreke Evans
214,109,Dante Exum\exumda01,Projected,0.0024537037037037036,0.00537037037037037,0.0005555555555555556,0.0018055555555555555,0.0011111111111111111,0.001388888888888889,0.0004166666666666667,0.0020370370370370373,0.001898148148148148,0.0004166666666666667,0.0001851851851851852,0.0011111111111111111,0.001712962962962963,0.006574074074074073,0.457,0.312,0.801,exumda01,Dante Exum
216,110,Kenneth Faried\farieke01,Projected,0.002916666666666667,0.005555555555555556,9.25925925925926e-05,0.0002314814814814815,0.0014351851851851852,0.0021296296296296293,0.002175925925925926,0.005462962962962963,0.000787037037037037,0.000462962962962963,0.0005092592592592593,0.0008333333333333334,0.0016666666666666668,0.007407407407407408,0.529,0.297,0.686,farieke01,Kenneth Faried
218,111,Derrick Favors\favorde01,Projected,0.0030555555555555553,0.005694444444444445,0.0001388888888888889,0.000462962962962963,0.0011111111111111111,0.0016666666666666668,0.0014351851851851852,0.004212962962962963,0.0008333333333333334,0.0005092592592592593,0.0006018518518518519,0.0007407407407407408,0.0012962962962962963,0.007361111111111112,0.539,0.258,0.659,favorde01,Derrick Favors
220,112,Cristiano Felício\feliccr01,Projected,0.0022222222222222222,0.0038425925925925928,4.62962962962963e-05,0.0002314814814814815,0.0009722222222222223,0.0014351851851851852,0.0015277777777777776,0.004259259259259259,0.000925925925925926,0.00032407407407407406,0.0002314814814814815,0.000787037037037037,0.001712962962962963,0.005462962962962963,0.571,0.32,0.676,feliccr01,Cristiano Felício
222,113,Terrance Ferguson\fergute01,Projected,0.0018055555555555555,0.004074074074074075,0.0008796296296296296,0.0025,0.0003703703703703704,0.000462962962962963,0.000462962962962963,0.0014351851851851852,0.0006481481481481481,0.0005555555555555556,0.0002314814814814815,0.0003703703703703704,0.0016666666666666668,0.004861111111111111,0.442,0.352,0.828,fergute01,Terrance Ferguson
224,114,Yogi Ferrell\ferreyo01,Projected,0.0023148148148148147,0.00537037037037037,0.0009722222222222223,0.0025462962962962965,0.0007407407407407408,0.0008796296296296296,0.0002314814814814815,0.001851851851851852,0.0016666666666666668,0.0005092592592592593,9.25925925925926e-05,0.0006481481481481481,0.0011574074074074073,0.006342592592592592,0.43,0.381,0.807,ferreyo01,Yogi Ferrell
226,115,Dorian Finney-Smith\finnedo01,Projected,0.001574074074074074,0.004027777777777778,0.0006481481481481481,0.0020833333333333333,0.0005555555555555556,0.0006944444444444445,0.0006481481481481481,0.0025462962962962965,0.0008796296296296296,0.000462962962962963,0.0002314814814814815,0.0006018518518518519,0.001388888888888889,0.004351851851851852,0.395,0.307,0.757,finnedo01,Dorian Finney-Smith
228,116,Bryn Forbes\forbebr01,Projected,0.002361111111111111,0.00550925925925926,0.0009722222222222223,0.0025,0.0005555555555555556,0.0008333333333333334,0.0001851851851851852,0.001388888888888889,0.0009722222222222223,0.00032407407407407406,4.62962962962963e-05,0.000462962962962963,0.0012037037037037038,0.00625,0.426,0.387,0.695,forbebr01,Bryn Forbes
230,117,Evan Fournier\fournev01,Projected,0.0031944444444444446,0.006944444444444444,0.0010648148148148147,0.002824074074074074,0.0014351851851851852,0.001712962962962963,0.0002777777777777778,0.0016666666666666668,0.0014814814814814816,0.000462962962962963,9.25925925925926e-05,0.000925925925925926,0.0012962962962962963,0.008842592592592593,0.457,0.377,0.838,fournev01,Evan Fournier
232,118,De'Aaron Fox\foxde01,Projected,0.002777777777777778,0.006481481481481481,0.0004166666666666667,0.0012962962962962963,0.0012037037037037038,0.0016203703703703703,0.00032407407407407406,0.0018055555555555555,0.002638888888888889,0.0006018518518518519,0.0001851851851851852,0.0013425925925925925,0.0012962962962962963,0.007175925925925926,0.429,0.325,0.737,foxde01,De'Aaron Fox
234,119,Tim Frazier\fraziti01,Projected,0.001712962962962963,0.004166666666666667,0.0004166666666666667,0.0012962962962962963,0.0008333333333333334,0.0010648148148148147,0.0004166666666666667,0.0022222222222222222,0.003564814814814815,0.0007407407407407408,0.0001388888888888889,0.0011111111111111111,0.0016666666666666668,0.004629629629629629,0.409,0.316,0.757,fraziti01,Tim Frazier
236,120,Enes Freedom\kanteen01,Projected,0.003981481481481482,0.006898148148148148,4.62962962962963e-05,0.0002314814814814815,0.001712962962962963,0.0021296296296296293,0.0023148148148148147,0.006388888888888889,0.0008796296296296296,0.00032407407407407406,0.0003703703703703704,0.0011574074074074073,0.0016666666666666668,0.009722222222222222,0.575,0.259,0.819,kanteen01,Enes Freedom
238,121,Markelle Fultz\fultzma01,Projected,0.0029629629629629632,0.006712962962962963,0.0002777777777777778,0.0008333333333333334,0.0008796296296296296,0.0014351851851851852,0.0007407407407407408,0.0030092592592592593,0.002824074074074074,0.0006944444444444445,0.0002777777777777778,0.0010185185185185186,0.001388888888888889,0.00712962962962963,0.44,0.359,0.613,fultzma01,Markelle Fultz
240,122,Danilo Gallinari\gallida01,Projected,0.0025925925925925925,0.0060648148148148145,0.000925925925925926,0.0025,0.0025,0.002777777777777778,0.00032407407407407406,0.0025462962962962965,0.0011111111111111111,0.00032407407407407406,0.0001851851851851852,0.0006944444444444445,0.000787037037037037,0.008564814814814815,0.425,0.361,0.896,gallida01,Danilo Gallinari
242,123,Langston Galloway\gallola01,Projected,0.0023148148148148147,0.0060648148148148145,0.0012037037037037038,0.0033796296296296296,0.0006481481481481481,0.0008333333333333334,0.00032407407407407406,0.0019444444444444446,0.0012037037037037038,0.0006018518518518519,0.0001388888888888889,0.000462962962962963,0.0010185185185185186,0.006574074074074073,0.385,0.363,0.79,gallola01,Langston Galloway
244,124,Marc Gasol\gasolma01,Projected,0.0031018518518518517,0.007222222222222222,0.0006481481481481481,0.001898148148148148,0.001851851851851852,0.0022222222222222222,0.0005092592592592593,0.0036574074074074074,0.0020833333333333333,0.0004166666666666667,0.0006481481481481481,0.00125,0.00125,0.008749999999999999,0.431,0.35,0.83,gasolma01,Marc Gasol
246,125,Rudy Gay\gayru01,Projected,0.0032870370370370367,0.00712962962962963,0.0005555555555555556,0.0016666666666666668,0.001574074074074074,0.0019444444444444446,0.0008333333333333334,0.0035185185185185185,0.0010648148148148147,0.0006481481481481481,0.000462962962962963,0.0010648148148148147,0.0013425925925925925,0.008703703703703705,0.461,0.333,0.792,gayru01,Rudy Gay
248,126,Paul George\georgpa01,Projected,0.003472222222222222,0.007916666666666667,0.0012962962962962963,0.0033333333333333335,0.0020370370370370373,0.0024074074074074076,0.0004166666666666667,0.002777777777777778,0.001574074074074074,0.0008796296296296296,0.0001851851851851852,0.0012962962962962963,0.0013425925925925925,0.010277777777777778,0.438,0.395,0.846,georgpa01,Paul George
250,127,Taj Gibson\gibsota01,Projected,0.002638888888888889,0.004861111111111111,4.62962962962963e-05,0.0002314814814814815,0.0008796296296296296,0.0012037037037037038,0.00125,0.003703703703703704,0.0006481481481481481,0.0003703703703703704,0.0004166666666666667,0.0006481481481481481,0.001388888888888889,0.00625,0.545,0.245,0.744,gibsota01,Taj Gibson
252,128,Rudy Gobert\goberru01,Projected,0.0025,0.003981481481481482,4.62962962962963e-05,9.25925925925926e-05,0.0018055555555555555,0.0027314814814814814,0.0016666666666666668,0.005740740740740741,0.0007407407407407408,0.0003703703703703704,0.0012037037037037038,0.000925925925925926,0.0014351851851851852,0.006805555555555555,0.624,0.358,0.668,goberru01,Rudy Gobert
254,129,Aaron Gordon\gordoaa01,Projected,0.0031018518518518517,0.006851851851851852,0.000787037037037037,0.0024074074074074076,0.0012962962962962963,0.0018055555555555555,0.0008333333333333334,0.003703703703703704,0.0012037037037037038,0.0005092592592592593,0.0003703703703703704,0.000787037037037037,0.0011111111111111111,0.008287037037037037,0.453,0.332,0.712,gordoaa01,Aaron Gordon
256,130,Eric Gordon\gordoer01,Projected,0.0030555555555555553,0.007268518518518518,0.0016203703703703703,0.0044907407407407405,0.0013425925925925925,0.0016203703703703703,0.0002314814814814815,0.001388888888888889,0.00125,0.0003703703703703704,0.0002314814814814815,0.0009722222222222223,0.0009722222222222223,0.009074074074074075,0.419,0.363,0.818,gordoer01,Eric Gordon
258,131,Treveon Graham\grahatr01,Projected,0.001712962962962963,0.003796296296296296,0.0006481481481481481,0.001574074074074074,0.0007407407407407408,0.0010648148148148147,0.0006481481481481481,0.0020833333333333333,0.0010185185185185186,0.0005092592592592593,9.25925925925926e-05,0.000462962962962963,0.0016666666666666668,0.004814814814814815,0.448,0.421,0.71,grahatr01,Treveon Graham
260,132,Jerami Grant\grantje01,Projected,0.0022685185185185187,0.0044444444444444444,0.0003703703703703704,0.0012037037037037038,0.0014814814814814816,0.002175925925925926,0.0007407407407407408,0.0029629629629629632,0.0006944444444444445,0.0003703703703703704,0.0008333333333333334,0.0006018518518518519,0.001574074074074074,0.006342592592592592,0.508,0.32,0.671,grantje01,Jerami Grant
262,133,Jerian Grant\grantje02,Projected,0.0021296296296296293,0.005046296296296296,0.0006481481481481481,0.001851851851851852,0.0012962962962962963,0.001712962962962963,0.00032407407407407406,0.001851851851851852,0.002916666666666667,0.0006481481481481481,9.25925925925926e-05,0.0008796296296296296,0.0013425925925925925,0.0061574074074074074,0.423,0.335,0.772,grantje02,Jerian Grant
264,134,Josh Gray\grayjo01,Projected,0.0025462962962962965,0.006620370370370371,0.0006944444444444445,0.002175925925925926,0.00125,0.001712962962962963,0.0006018518518518519,0.002685185185185185,0.001851851851851852,0.0008796296296296296,0.0003703703703703704,0.0011111111111111111,0.0014351851851851852,0.007037037037037037,0.388,0.315,0.716,grayjo01,Josh Gray
265,135,Danny Green\greenda02,Projected,0.001898148148148148,0.004907407407407407,0.0010185185185185186,0.0028703703703703703,0.0004166666666666667,0.0005555555555555556,0.0003703703703703704,0.0022685185185185187,0.0011111111111111111,0.0006018518518518519,0.0006481481481481481,0.0006944444444444445,0.0011574074074074073,0.005277777777777778,0.389,0.361,0.775,greenda02,Danny Green
267,136,Draymond Green\greendr01,Projected,0.0020370370370370373,0.004583333333333333,0.0005555555555555556,0.0018055555555555555,0.0010185185185185186,0.001388888888888889,0.0006018518518518519,0.003981481481481482,0.003564814814814815,0.000787037037037037,0.0006481481481481481,0.001388888888888889,0.001388888888888889,0.005694444444444445,0.448,0.313,0.742,greendr01,Draymond Green
269,137,JaMychal Green\greenja01,Projected,0.0023148148148148147,0.004907407407407407,0.000462962962962963,0.00125,0.0009722222222222223,0.0012962962962962963,0.0014351851851851852,0.004583333333333333,0.0008333333333333334,0.0003703703703703704,0.0002777777777777778,0.0008333333333333334,0.0018055555555555555,0.0060185185185185185,0.47,0.353,0.756,greenja01,JaMychal Green
271,138,Jeff Green\greenje02,Projected,0.0025925925925925925,0.005833333333333334,0.0005092592592592593,0.001712962962962963,0.0016666666666666668,0.0019444444444444446,0.0005092592592592593,0.0023148148148148147,0.000925925925925926,0.0003703703703703704,0.0002777777777777778,0.0007407407407407408,0.0012962962962962963,0.007361111111111112,0.445,0.301,0.848,greenje02,Jeff Green
273,139,Blake Griffin\griffbl01,Projected,0.003703703703703704,0.008101851851851851,0.0006944444444444445,0.001990740740740741,0.0022222222222222222,0.002916666666666667,0.0006944444444444445,0.00375,0.0025925925925925925,0.0003703703703703704,0.0001851851851851852,0.0012962962962962963,0.0012037037037037038,0.01037037037037037,0.458,0.344,0.771,griffbl01,Blake Griffin
275,140,Daniel Hamilton\hamilda02,Projected,0.002824074074074074,0.0060185185185185185,0.000787037037037037,0.0021296296296296293,0.0010185185185185186,0.0012962962962962963,0.0006018518518518519,0.0030555555555555553,0.0020833333333333333,0.0005555555555555556,0.0002777777777777778,0.0009722222222222223,0.0012962962962962963,0.007453703703703705,0.469,0.378,0.773,hamilda02,Daniel Hamilton
277,141,Tim Hardaway Jr.\hardati02,Projected,0.003148148148148148,0.007222222222222222,0.0011111111111111111,0.0033796296296296296,0.0012962962962962963,0.001574074074074074,0.0002777777777777778,0.0019444444444444446,0.001388888888888889,0.0005092592592592593,9.25925925925926e-05,0.000787037037037037,0.0009722222222222223,0.008703703703703705,0.438,0.335,0.801,hardati02,Tim Hardaway Jr.
279,142,James Harden\hardeja01,Projected,0.003981481481481482,0.008981481481481481,0.001574074074074074,0.004351851851851852,0.003981481481481482,0.004675925925925925,0.0003703703703703704,0.002916666666666667,0.004259259259259259,0.0007407407407407408,0.0002777777777777778,0.002175925925925926,0.0011574074074074073,0.013564814814814816,0.445,0.359,0.853,hardeja01,James Harden
281,143,Maurice Harkless\harklma01,Projected,0.0022222222222222222,0.004398148148148148,0.0006018518518518519,0.0015277777777777776,0.0006481481481481481,0.000925925925925926,0.000787037037037037,0.0025,0.0007407407407407408,0.0006481481481481481,0.0005092592592592593,0.0006018518518518519,0.0014351851851851852,0.005601851851851852,0.5,0.38,0.676,harklma01,Maurice Harkless
283,144,Montrezl Harrell\harremo01,Projected,0.004074074074074075,0.006481481481481481,9.25925925925926e-05,0.0002314814814814815,0.001574074074074074,0.0025,0.00125,0.00375,0.0010185185185185186,0.0004166666666666667,0.0006481481481481481,0.0008333333333333334,0.0018055555555555555,0.009814814814814814,0.632,0.288,0.636,harremo01,Montrezl Harrell
285,145,Gary Harris\harriga01,Projected,0.0031018518518518517,0.00625,0.0010648148148148147,0.0025925925925925925,0.0009722222222222223,0.0012037037037037038,0.00032407407407407406,0.0014814814814814816,0.0014351851851851852,0.000787037037037037,9.25925925925926e-05,0.000787037037037037,0.0008796296296296296,0.008194444444444443,0.494,0.404,0.815,harriga01,Gary Harris
287,146,Joe Harris\harrijo01,Projected,0.0025462962962962965,0.005277777777777778,0.00125,0.0030092592592592593,0.0006944444444444445,0.0008796296296296296,0.0004166666666666667,0.0022222222222222222,0.0010648148148148147,0.00032407407407407406,0.0001851851851851852,0.000787037037037037,0.001388888888888889,0.006990740740740741,0.477,0.41,0.802,harrijo01,Joe Harris
289,147,Tobias Harris\harrito02,Projected,0.0033796296296296296,0.007175925925925926,0.0009722222222222223,0.0024074074074074076,0.0012037037037037038,0.0014351851851851852,0.0004166666666666667,0.002824074074074074,0.0011574074074074073,0.0004166666666666667,0.0002314814814814815,0.0006481481481481481,0.0009722222222222223,0.008888888888888889,0.47,0.394,0.832,harrito02,Tobias Harris
291,148,Andrew Harrison\harrian01,Projected,0.0020370370370370373,0.005,0.0005555555555555556,0.0017592592592592592,0.001574074074074074,0.0020370370370370373,0.00032407407407407406,0.0017592592592592592,0.0022222222222222222,0.0005092592592592593,0.00032407407407407406,0.0009722222222222223,0.001851851851851852,0.0062037037037037035,0.407,0.322,0.779,harrian01,Andrew Harrison
293,149,Shaquille Harrison\harrish01,Projected,0.002638888888888889,0.005555555555555556,0.0004166666666666667,0.001388888888888889,0.0012037037037037038,0.0016203703703703703,0.000462962962962963,0.002777777777777778,0.002175925925925926,0.0009722222222222223,0.00032407407407407406,0.0009722222222222223,0.0016666666666666668,0.006898148148148148,0.477,0.292,0.75,harrish01,Shaquille Harrison
295,150,Josh Hart\hartjo01,Projected,0.0021296296296296293,0.0044444444444444444,0.0008796296296296296,0.0022222222222222222,0.000787037037037037,0.0011111111111111111,0.0005092592592592593,0.0030555555555555553,0.0010185185185185186,0.0005555555555555556,0.0001851851851851852,0.0005555555555555556,0.0012037037037037038,0.0059259259259259265,0.478,0.402,0.72,hartjo01,Josh Hart
